,labels,text
2499,1,@cecilia大饼 [爱你]
25371,1,又见三俞！！！[嘻嘻][嘻嘻]
6075,1,[哈哈] //@圈J圈：[衰]
75370,0,热天吃拌面，遭罪！！[失望]
25298,1,[嘻嘻]偶就这点爱好――臭美！
45661,1,说吃可可长大的，求相片[哈哈]
91342,0,哈哈，你还记得啊，感动[泪]
63064,0,信用卡找不到了。。。。。[泪]
289,1,#维他命反馈#再来一组[鼓掌]
62146,0,听不到了听不到了听不到了[泪]
92495,0,天语感觉给阿里云忽悠了啊[晕]
9762,1,谢谢你们从来不嫌弃我[亲亲]
1554,1,萌萌滴节奏~[嘻嘻][偷笑]
11312,1,谁还能说国民素质差？[爱你]
87942,0,分享好天气！[嘻嘻][怒骂]
109098,0,//@蓝鲸财经记者内参:[怒]
93360,0,[泪] 它真是不友善哪。。。
51434,1,看得懂吗？[哈哈]够北京吧…
96655,0,//@自由的墙头草: [怒]
43364,1,@魔女降临人间 [嘻嘻]？？？
39571,1,儿子，[爱你]生日快乐[蛋糕]
37553,1,"方式不同,情相同!!![嘻嘻]"
17464,1,大笑//@明澈故里: [哈哈]
56657,0,[泪]//@凤凰视频: [泪]
91886,0,这张图戳中我的内心了?[泪]
16100,1,下回做画册找您买图！[鼓掌]
69255,0,北京是嘛？目前没有感觉啊[晕]
35004,1,早起第一乐！[哈哈][哈哈]
41674,1,//@夏末的八段锦: [爱你]
12745,1,莫名其妙好心情！睡觉！[哈哈]
99037,0,[泪] 老邱，你听到了吗……
24365,1,//@凌波微步雪无痕:[哈哈]
20420,1,原来里面是这个样子的[可爱]
12258,1,喂食时倒是蛮像动物园的[哈哈]
72256,0,梦想君也一直擦泪中……[泪]
91428,0,目标导向肯定没啥错的嘛[晕]
35371,1,自助才更尽兴哒[嘻嘻][嘻嘻]
2768,1,那一刻值得肯定[鼓掌][鼓掌]
38769,1,哈韩的妹子们要激动了[哈哈]
44983,1,大家早安~要健康生活[爱你]
114036,0,//@龚伟杰:阿弥陀佛[泪]
100583,0,擦。反对动物表演！！[抓狂]
45030,1,[嘻嘻]呵呵！大家分享[嘻嘻]
78546,0,就折腾人家吧[怒骂] [怒骂]
18973,1,[亲亲] //@冰糖IX:无
67836,0,你们这样炫耀有意思吗[抓狂]
47752,1,//@奥卡姆剃刀: [哈哈]
39115,1,[哈哈][哈哈][给力]好！
95238,0,[泪] //@怡合川菜:[赞]
35408,1,这名我起的，你信吗？[嘻嘻]
864,1,你就是这样伤害我的。[爱你]
342,1,最后一句亮了[嘻嘻][嘻嘻]
84863,0,你知道他们在干什么吗？[晕]
21022,1,欢乐的一天！[哈哈][哈哈]
90592,0,//@BTV平平:[泪][泪]
14765,1,万松园的猴子?好可爱[哈哈]
98210,0,再见了，我的第一个邮箱[泪]
58872,0,喜欢 喜欢 喜欢  [抓狂]
29978,1,狗狗太可爱了...[太开心]
100559,0,工作到现在[泪][泪][泪]
69567,0,[泪][泪]一定会好起来的！
79280,0,[吃惊]因人而异吧[衰][衰]
66945,0,麻利儿滴~砸好了没？[抓狂]
75839,0,年会n次抽奖却一次都没中[泪]
65953,0,怎么舍得吃，蛋宝宝……[泪]
34464,1,哈哈，开心啦[哈哈][哈哈]
3957,1,[爱你]好吃吧，假期愉快。。
50991,1,二叔带着小吃货[哈哈][哈哈]
2975,1,咱们去腐败吧[哈哈][哈哈]
19655,1,春茗。团聚。花开富贵。[爱你]
5759,1,“千斤顶”是这么来滴[哈哈]
96915,0,在奥森跑步的姑娘们小心啦[衰]
38833,1,大美妞，改天约个饭呗[嘻嘻]
94245,0,今这感谢贴是发不出去了么[晕]
55388,0,想念你/却无法/相见[悲伤]
74404,0,[泪]再破坏市容都会觉得惭愧。
90574,0,[怒] //@刘芮东:[怒]
81672,0,呜呜//@夜之沉风: [泪]
63691,0,3月份，貌似还比较冷[抓狂]
25736,1,[鼓掌]健康的生活！[给力]
101342,0,我也想吃甜不辣和蚵仔煎[抓狂]
91969,0,你们说，我要有个闺女多好[泪]
32803,1,F盘强大，F盘威武~[哈哈]
43225,1,[汗][哈哈][哈哈][哈哈]
60689,0,别人说你胖的时候...[泪]
43033,1,哎呦? 你想要哪个？[嘻嘻]
62941,0,[抓狂] ??介??泉！！！
56624,0,刚才挖了个鼻屎，会不会[衰]
422,1,[鼓掌][鼓掌][嘻嘻]有爱
106383,0,吸父：偶等了一小时来。[衰]
20186,1,太学术了！华子多穿点[哈哈]
5785,1,吃多了[嘻嘻][嘻嘻][嘻嘻]
91299,0,十月怀胎，全城陪护啊[抓狂]
101990,0,//@开奔驰卖糖堆儿:[衰]
25744,1,[哈哈][哈哈]谢谢济南电视台
67347,0,[国旗]//@李晓光: [晕]
33754,1,//@王朔有话说: [哈哈]
57024,0,"今晚信息量太大,注定无眠[晕]"
103047,0,天下第一s弯， 坑爹哪[抓狂]
93034,0,第二张是神马情况。[衰][衰]
51335,1,早上好！大家来答题吧。[嘻嘻]
109606,0,真他妈感人！[泪][泪][泪]
49300,1,我最喜欢这样冷的笑话了[嘻嘻]
59821,0,亚健康不及格，42分！[泪]
34990,1,[嘻嘻]理智散步！理智散步！
67073,0,too tmd cold[泪]
76382,0,我真的什么也没弄啊？！[衰]
108298,0,"?得北京下起??大雨,[抓狂]"
39595,1,年底聚会点歌谨慎呀！[哈哈]
53535,1,热闹非凡，场面火爆[太开心]
73703,0,这寓意?没看明白!![抓狂]
69154,0,吾真心切伐消[抓狂][偷笑]
55888,0,颜色好深沉[晕][晕][晕]
15716,1,啊哈哈哈哈哈！笑死！[哈哈]
27352,1,这个要顶，转给上海的[哈哈]
3144,1,//@呼伦贝尔老崔: [哈哈]
12941,1,期待红米note的上市[鼓掌]
76121,0,还有小孩要钱[衰][衰][衰]
45005,1,地道！[馋嘴][馋嘴][嘻嘻]
79976,0,我要上脸书[泪][泪][泪]
67055,0,已经十几年没去过澳洲了[泪]
39716,1,待续//@东方盛悦: [哈哈]
74497,0,KAO！周六我们还搬家嘞[衰]
65222,0,第五张[抓狂][抓狂][抓狂]
5718,1,@齐小七 [鼓掌]西湖烟花节
64962,0,结束了，什么都没有了！[泪]
111924,0,《亮剑》重拍真是个悲剧[衰]
46457,1,[亲亲][太开心][太开心]
100013,0,我不计较可是却很受伤！[泪]
49206,1,每天一款呀！[威武][鼓掌]
78183,0,一个星期瘦5斤有办法吗[衰]
64842,0,[怒骂][怒骂][怒骂]！！！
70189,0,今天地铁绝对三班四班的挤[衰]
54995,1,@yuhi2010 [可爱]
75350,0,你敢把??先解?了? [泪]
92635,0,妹的！我！要！吃肉！[抓狂]
90152,0,愤慨啊，日本，放人！！[怒]
54847,1,多谢推荐啊～[鼓掌][鼓掌]
22810,1,健康亦风尚，活力亦风尚[哈哈]
27010,1,Hi. Guys. [嘻嘻]
66070,0,[左哼哼][馋嘴]馋死啊[泪]
112085,0,姐紧张的差点把车底跺漏了[衰]
110929,0,[哼] //@李开复:[衰]
68637,0,欠了7篇论文！鸭梨大啊[泪]
4421,1,花样校服男[抱抱]  #拼图#
71926,0,[泪] //@郭郑钦:转发微博
23960,1,对父母用心就是尽孝道[爱你]
36836,1,[鼓掌] //@启韬资讯:美
41976,1,必须的，桔子酒店欢迎您[哈哈]
78143,0,[怒] 买象牙制品同是罪犯！
7037,1,开始我的美味人生，赞~[可爱]
61748,0,妹，果真长大了，姐好欣慰[泪]
35887,1,[嘻嘻]来黄土谣吃吧，正宗~
33969,1,可以和我的鹅汤媲美了[鼓掌]
85628,0,最近烟瘾又大了很多。。[衰]
2288,1,//@新媒体摆渡人: [哈哈]
15191,1,[鼓掌]@dIstRictK
86700,0,报业在不远的地方等着你[衰]
70124,0,没吃饭看这个[泪]，给我留点吧
8891,1,河北就是北京的大外环[哈哈]
112423,0,[泪][花心][花心][花心]
111069,0,看了一见你就笑，我哭了[泪]
3216,1,哎? //@老沉: [哈哈]
104334,0,大肋没有坐小火车真是遗憾[泪]
66684,0,你不去，我也不去了。。。[晕]
66541,0,熬夜工作，效率不高，[失望]
113991,0,这照片把我拍成这个样子[抓狂]
93873,0,很生气！早上起来就气我！[怒]
97330,0,上火了！牙竟然肿了！[抓狂]
82362,0,期待已久啊！[泪][泪][泪]
50756,1,[哈哈]高帅富的美国大货车！
97066,0,//@噼里啪啦莎: 哇擦[晕]
67670,0,完蛋！床被我装报废了！！[晕]
99788,0,[怒][怒][怒][怒][怒]
57931,0,Mickey 真心淘气[衰]
83826,0,不会吧，上帝保佑黑曼巴[泪]
7308,1,顺利到达。欢迎水果！[嘻嘻]
86721,0,落枕了[晕]别从右边叫我。。。
65967,0,"早上好,周末比上班还累。[泪]"
96141,0,想啊！真心的想啊[泪][泪]
30094,1,//@菁菁鱼跳出缸:[爱你]
38191,1,美死了，拍粉炸换口味[哈哈]
83181,0,[泪] 我居然看起来比你还胖了
59028,0,[挖鼻屎][衰]只认识四个字
74271,0,我现在只想大吃一顿！[怒骂]
38745,1,潮爷！这个名字好！~[哈哈]
113382,0,这俩太棒了！！都留下吧[泪]
47287,1,房车，你准备好了吗？[嘻嘻]
81915,0,没错！要带防毒面具！[怒骂]
33717,1,萌死人不偿命！[哈哈][哈哈]
100203,0,牛排上来了！够嫩的啊！[衰]
113832,0,半夜果然感情比较丰富~[泪]
27239,1,美翻了啊，多多分享哈[爱你]
48934,1,哈哈~[哈哈][哈哈]沙发~
30462,1,手里端着豆腐丝走出来的[哈哈]
30063,1,丰个胸[嘻嘻][嘻嘻][嘻嘻]
74217,0,心里好难过啊[泪][泪][泪]
13650,1,@V总在旅途 我在这。[嘻嘻]
75725,0,[怒]//@张军宏: 转发微博
111648,0,炒菜没忘放辣椒脑子短路了[衰]
79472,0,转给两桶油看看去。。。。[怒]
83854,0,哎，我还是想退群啊妹子[泪]
12212,1,姑娘小伙们很尽兴很兴奋[嘻嘻]
50988,1,神户~适合约会的城市[可爱]
30569,1,门中的和美，门中的享受[鼓掌]
26495,1,大多数人都在我正对面[哈哈]
10728,1,[哈哈]//@陈孝伟:转发微博
8833,1,这个不错…低碳健康！[可爱]
63841,0,想看??的演唱?求票！[泪]
59265,0,[泪]老北京成的记忆！怀念啊！
97223,0,写个提纲 随时准备开拍 [怒]
58701,0,大型矮胖子 谁来救救它[泪]
68681,0,[怒][怒] //@薛蛮子:无
49855,1,来听我的新歌《新娘》！[哈哈]
89513,0,我们还在路上，快到了……[泪]
6698,1,欢迎加入新浪美食伊人[太开心]
82331,0,春～分，抽芽冒头的季节[衰]
44401,1,收到 //@c哈哈: [爱你]
110344,0,[泪] //@江南梅:[泪]
29641,1,这司机真是太可爱了[太开心]
87197,0,[泪]好痛苦，超痛苦[生病]
7349,1,毛主席，人民向你致敬[哈哈]
45564,1,[哈哈]以欺人之道还欺人之身！
66178,0,惊见鼠标垫…[衰][衰][衰]
49974,1,//@都市天秤:真棒！[爱你]
34245,1,答案揭晓：窗帘控制器！[嘻嘻]
55239,1,[哈哈]//@谭飞: 哈哈哈
43182,1,我来了！?(￣?￣)?[可爱]
68245,0,金融界大换血呀[抓狂][晕]
46544,1,高手在民间，霸气侧漏！[哈哈]
97179,0,[失望]请大家注意喽，带好口罩
18960,1,早安[嘻嘻][嘻嘻][嘻嘻]
11930,1,老板，发红包！[嘻嘻][嘻嘻]
29519,1,认同！[鼓掌]@典雅静界阳光
3720,1,木有想到这么壮观啊~~[哈哈]
83047,0,电视民工表示，这算啥？[衰]
114742,0,喝高了，开始指手划脚了。[晕]
77085,0,采访中@吕一品718 [晕]
105726,0,7点出门，这才刚看见招牌[泪]
92088,0,[抓狂][抓狂]这眼睛怎么了
9478,1,好好休息，你也很棒！[爱你]
59194,0,很想去体验，可是...[失望]
88598,0,客人被小朋友们拉着练口语[晕]
24499,1,"哈哈,笑cry[哈哈][哈哈]"
17515,1,好主意就是给我们写稿。[哈哈]
41174,1,@黄晓明 生日快乐！[爱你]
32627,1,呵呵，欢迎常来坐坐！[嘻嘻]
8859,1,之前错过了，正好补上[鼓掌]
58757,0,[衰]我也想被强行接待~~~
9122,1,运动完的感觉就像这只花[可爱]
16145,1,谢谢你的支持！[嘻嘻][嘻嘻]
99514,0,爆转[怒]//@薛蛮子: 怒转
59193,0,大手笔。。[泪]撒的我都心痛
17999,1,[哈哈]这是大多数人的写照吧
58130,0,[哈哈]//@加岩地巴:[晕]
57786,0,好累。。。[泪]算搬过来了！
90456,0,我甚??候成?了??？[泪]
66196,0,七月下旬，刘胡兰不想抄诗[晕]
25908,1,わぁぁ、かわいい?早安[哈哈]
61062,0,祝老师身体健康！[泪][心]
102423,0,我买看见我没看见````[晕]
35802,1,朝阳大悦城的圣诞聚餐[嘻嘻]
114232,0,[晕] //@王橘子:转发微博
19643,1,小短腿睡觉姿势很标准[嘻嘻]
83275,0,//@陈士渠: 严惩不贷[怒]
91556,0,哪天让我也遇一活体啊 [抓狂]
59454,0,公交卡不充钱怎么回家啊[泪]
17660,1,多谢您给我们做的广告[哈哈]
30871,1,这套图可以做表情包了[哈哈]
74167,0,完了，常坐地铁有卡斯柯！[泪]
2442,1,116[爱你][爱你][爱你]
24611,1,恭喜毕业！继续加油！[鼓掌]
90713,0,我去吃长沙特产臭豆腐了[泪]
1917,1,东马沙巴，度假圣地！[鼓掌]
10514,1,家里那个小宝宝很爱吃！[哈哈]
37035,1,一到景点就拍照[哈哈][哈哈]
111085,0,美国老年人也都不退休了[泪]
5532,1,这个春天需要撒点野～[鼓掌]
82237,0,一吃必胜客就想起长腿大妞[怒]
111472,0,可以申请国赔[吃惊][失望]
82576,0,到香港维权去[怒][怒][怒]
24725,1,我也是[哈哈][哈哈][嘻嘻]
45958,1,@无敌月   偷拍！[嘻嘻]
62864,0,漂亮诶小编去咋没看到呢[抓狂]
105600,0,回不去的岁月[泪]晚安[月亮]
45889,1,圣诞节和跨年酒店搞掂！[嘻嘻]
38103,1,有木有顺便想想小枣呀[可爱]
66457,0,妹啊！姐光荣被t...[怒]
45411,1,明天见喔宝贝！[爱你][亲亲]
21154,1,祝贺！祝贺！[鼓掌][鼓掌]
93436,0,非专业歌手还是不被看好[抓狂]
105690,0,谁说133是免费拿的[抓狂]
32155,1,借您吉言！[做鬼脸][哈哈]
95707,0,[泪]同感，都不知道怎么没的
50307,1,白云机场附近霸气的出租[鼓掌]
57175,0,尼玛 我彻底的老了！！[抓狂]
75903,0,看来9爷有点脾气了[泪][晕]
3356,1,[鼓掌][太开心][good]
71547,0,好熟悉的一幕[泪]我想我闺女了
12426,1,随时恭候您们的光临！！[鼓掌]
63230,0,I deserve it[怒]
72691,0,阿诺，我无知，别怪我啊[泪]
21535,1,不走了，留在这片土地[哈哈]
11384,1,这就是创意！[鼓掌][鼓掌]
8138,1,党的好儿女[奥特曼][鼓掌]
36866,1,变幻无穷的大众。。。[哈哈]
85414,0,算了，查不查就那一堆了[怒骂]
110854,0,在安徽被晒脱皮了[泪] [泪]
23259,1,哎哟？大宝出冰淇淋啦！[嘻嘻]
82538,0,半小时才到华堂…[衰]半公里…
108787,0,收工，雨瓢泼....[抓狂]
58164,0,你肥来了？居然自己吃独食[怒]
72180,0,万圣节在忙碌工作的人飘过[泪]
73180,0,懂了//@贺延光: [怒骂]
25652,1,[爱你]晚餐后再吃点[哈哈]
67022,0,连夜看完《追风筝的孩子》[泪]
32285,1,我想你们啦 [哈哈][哈哈]
103668,0,我们原来身在福中不知福啊[怒]
101341,0,建议联合国今天降半旗……[泪]
103764,0,这样都不让发，我放弃了[泪]
52362,1,这个应该大力推广啊~[哈哈]
27661,1,亮了！灯，等灯等灯！[嘻嘻]
86245,0,//@白宾:经常不削皮[泪]
31057,1,?萌[哈哈][爱你][围观]
43572,1,这个一定要收藏~~ [爱你]
1934,1,奖品是mini 吗？[嘻嘻]
92314,0,@merlinsher [泪]
13469,1,我想喝杯摩卡，就现在[鼓掌]
36724,1,[哈哈] 功夫比猴哥都了得啦~
18157,1,其实我做的一般啦~！[嘻嘻]
113648,0,//@思想汇聚人生: [泪]
28852,1,@吃柠檬没表情的妞妞 [鼓掌]
83193,0,@MrGrindy 想吃[泪]
49985,1,年初二下厨制作家庭聚餐[嘻嘻]
7916,1,爱心冰皮早餐[哈哈][哈哈]
95467,0,我一定会回来的~~~！[泪]
86218,0,[泪] //@数虎乔风:[泪]
1467,1,给力[哈哈][哈哈][给力]
47135,1,哈哈 昨晚真的好热闹呢[哈哈]
61360,0,难过，巴西还会见到他吗?[泪]
50565,1,平安夜水果圣诞树学起~[鼓掌]
93904,0,电影院里怎么这么多蚊子[泪]
