,labels,text
20223,1,个头不大，有伤疤，以后不会回购
38588,1,质量很好，面料不错，样式很好看
9585,0,这2g的网，老年人都嫌慢。。
33252,0,用过后有头皮屑，没实体店的好用
29716,1,还是原来的味道！浓浓的潘婷味！
14641,0,难道这就是中国奸商的经营之道？
42029,1,衣服挺好，快递挺快，好评！！！
34637,0,买了套装居然没送两瓶小的，差评
45291,0,与实物不一样，颜色不怎么好看！
61384,0,又小又脏 态度一般 不推荐 嗯
46171,0,本来买小了换了好久，有条裂缝
44611,0,一点都不好，这叫什么黑色，坑人
15981,1,非常的快，苹果也如宣传的那样。
34163,0,赠品还需要领取才有，真是少见。
34940,0,极差的包装，被人盗用过少了很多
42257,1,很合身 整体都很好 自己很喜欢
18206,1,满满一大盒子，口味很不错！赞！
3816,1,外观工整，触屏灵敏整体画面不错
44878,0,什么东西，要韩版的，拿段码。
6722,1,东西好快递快下回还来京东好棒
29549,1,大品牌就是好，等使用了在评价
14527,0,没有专用的数据线与电脑连接.
35099,0,质量一般价格太高比实体店好高
42366,1,包装十分好，质量也不错，很赞
3732,1,之前一直用华为，很喜欢，很好用
19719,1,一直买的，正好搞活动，比较新鲜
23275,0,坏的实在是太多，请问店家怎么弄
4796,1,爱我中华，支持华为，质量很好。
33420,0,不怎么样，像假的，请大家注意。
20706,0,九个萍果，吃下去5个都是烂心!
20123,1,很好，一直在京东自营店买水果！
47119,0,感觉买小了，穿上很紧，不舒服
28104,1,还没用呢，看着挺好的也很实惠
26481,1,相信京东！好东西！优惠便宜！！
13421,1,色彩明亮，对比度好，通话质量高
33493,0,不好用 用了以后感觉头发粗糙
32233,0,买完就降价，欺骗 消费者，垃圾
25935,1,很划算了啦，送两小瓶。还送一*
27631,1,洗头发很柔，很好的保护了头发。
31436,0,但是感觉不像真的，洗完了起头屑
46467,0,不标准码，而且布料也不怎么符合
35365,0,物流很快很好，发货太慢，差评
40171,1,裤子不错，一次比较满意的网购。
8075,0,用了一个月机子就很卡，真心垃圾
57422,0,适合机场出发 就在浦东机场附近
38672,1,质量还不错，货发到的也很及时
44316,0,什么破裤子还掉色。真心无语！
19025,1,个头挺大的，就是重量轻呀！好吃
38378,1,穿上很舒服，很满意，质量不错
18938,1,很好吃的苹果，水分足，味道甜美
32337,0,假货 用完之后头皮屑特别特别痒
33014,0,家里人洗了都突然好多头皮屑。
33597,0,买回来试用了，很失望，不是正品
58103,0,住的东苑，应该不会住第二次了。
47007,0,失败购物，物流，客服太离谱。
15273,0,声音质量很差，摄像头效果也很差
39636,1,质量很好，颜色很正，不错不错
28274,1,很舒服是正品，比超市便宜太多！
12601,0,不是很好 卡得飞起 很差劲！
46137,0,质量不好 洗了5水 破了两条
31012,0,不知道是不是真的 头屑还是很多
46207,0,太差了，图片跟裤子相差太远啦
58528,0,一般，早餐是不让人喜欢的，。。
46225,0,刚买的衣服上有个破洞，闹心。
17449,1,上次买的挺好吃，希望这次也一样
30697,0,再也不会买京东了。这都是什么啊
13607,1,好的就不说了，上面几位都说了
25537,1,到货真快，活动价格也很实惠。
11423,0,不好用，玩游戏卡，欺骗消费者
29695,1,物廉价美，值得购买，快递也快
30842,0,为什么东西撒了，也不给个说法呢
41099,1,老公很喜欢 大小合适 面料不错
27262,1,蛮好，挺划算的！但是没那么香！
38569,1,老公很喜欢了，裤子质量很不错了
39778,1,大小合适，价格实惠，不错不错?
46886,0,相当差劲，不符合实际，乱弹琴
26925,1,119买的，物流很快，包装好
47101,0,不好快递也慢还是旧的还有个洞
30797,0,假货，越洗越痒，还买这么贵，靠
3513,1,给老爸买的，目前用下来还可以。
9795,0,很差，待机时间短，玩不了游戏。
38103,1,宝贝收到了，很喜欢，质量不错，
29474,1,很实惠，比超市卖的便宜多了！
23733,0,酸苹果，再也不想在京东买水果了
7361,1,像素不错，很精致，挺喜欢的。
30625,0,不好用，假的，洗了有头皮屑…
18703,1,真的很不错。没有坏果，较均匀。
41969,1,衣服不错，没买两天就降价不爽
27243,1,不错，但发给我的可能是旧款的。
31287,0,暴力快递，包装特差。。。。。
18873,1,香甜可口，水份充足，物流快速。
35050,0,觉得被坑了，就这么*，心很疼！
31492,0,超级不好假的，洗了还长头皮屑
6680,1,还不错，挺好看的，物美价廉。
12122,0,才买两天，打王者荣耀就中途重启
11873,0,只收到平板，64G卡不知在哪
4303,1,物流神速，手机还没用，用后再评
45898,0,这裤子真的是六，脱线脱得太凶
46887,0,与实际差太多了，失望失望透顶
34346,0,绝对是假货！用完头发毛糙油腻！
42682,1,很好的衣服 布料也好试穿很舒服
28391,1,宝贝很好，价格实惠，支持京东
16726,1,又甜又脆，超级好吃，推荐一下。
40655,1,质量不错，穿着很合适，值得购买
20361,1,看起来就很新鲜，不错的一次购物
39089,1,好好，正品估工精细，值得购买，
33642,0,送货速度挺快，可惜刚买完就降价
13449,1,操作简便，外形美观，功能实用。
15779,1,物流快。香脆有余，甜味一般甜。
40306,1,没有色差，质量很好，手感也不错
10809,0,购买后第二天降40元，不爽。
20708,0,东西一般，价格便宜，不太好吃。
31865,0,严重怀疑是假货，用了过敏，慎用
43167,0,掉颜色，很差劲真是搞的人不爽
32279,0,洗了头很痒，充分怀疑质量有问题
3421,1,无黑边，待机时间长，值得购买，
44640,0,裤子还是不能在网上买，差别大啊
38874,1,裤子很不错，大小合适，面料舒适
8462,0,不是说京东自营的都带发票吗？
41991,1,满意 特别好纯棉的布料很喜欢
26106,1,囤货，保质期要到2020年呢。
46231,0,差死了，颜色根本对不上，太差了
39520,1,嗯很好，很满意，下次还会光顾
38607,1,质量还行，就是有点松松垮垮的。
29544,1,采购囤货，买少了，下次继续。
30810,0,快递送过来，已经漏了小半瓶了
38668,1,质量不错，尺码很准，穿着很舒服
58922,0,床和被子比较潮，房价灯光昏暗
4491,1,帮家里老板买的，质量还可以。
7131,1,是正品，用着不错，感觉还可以
26587,1,想要完美人生，就用沙宣洗发水。
26100,1,一如既往的信赖京东 东西很好用
8690,0,第一次买到怎么差的东西 差评
42510,1,裤子不错，穿着舒适，有点弹性。
19285,1,水果水汁多特别甜很喜欢买了很多
31851,0,味道太浓不喜欢。。。。。。?
36601,1,我喜欢喝，蒙牛酸牛奶，啊哈哈
28611,1,品牌就是品牌，没得说的，全五分
4729,1,用了段时间，全家都是华为的粉丝
59113,0,很一般，乘飞机没办法，性价比第
7174,1,物流很好，用着很好，速度很快。
36051,1,蒙牛们造蒙牛，蒙牛实在太牛。
27442,1,别人推荐的说是很好用，打算试试
10512,0,太差太非常非常的差太差，差太差
30455,0,没有以前的好用，好像是假的。
37453,0,蒙牛真心不敢喝了啊 转发微博
57607,0,除了位置方便 再什么都不满意
39948,1,很好，穿着很舒服，下次还会在买
34275,0,洗发水还可以，润发乳一点都不好
32816,0,不知道真假，就连外包装都没有
46775,0,质量垃圾价格也不算便宜，地摊货
21535,0,这次的苹果很不新鲜。皮都皱了。
11520,0,产品有些瑕疵，刚发现，看图。
24387,0,上当了，又酸又不甜，不好吃……
43941,0,不行质量太差了，线头超级多。
34723,0,妈了个蛋的 买了就降价 鄙视
33219,0,头痒，咋退货啊，如果能退就好啦
13718,1,"外型非常喜欢,不夸张,显稳重."
11754,0,用了一段时间，不咋样，修两次了
47096,0,买回来裤子掉色，摸着满手都是
10255,0,服了京东在线客服，简直不是人
13551,1,外观还是不错的，基本功能都有
32078,0,用了头皮痒，而且还脱发，好心塞
14023,1,"外形美观,小巧,很适合女孩子用"
11493,0,对京东真是无语了.......
57048,0,照片跟房间差别太大 欺骗消费者
26500,1,现在还没用，不过活动相当给力。
14075,1,便宜，比别的同样外观的贱多了
44499,0,一般 偏大啊 还超薄 走光啊
57232,0,一句话形容吧：真TM是日了狗
35201,0,少一个100m的赠品，不靠谱！
40068,1,"裤子很舒服,大小合适,样式不错"
9002,0,垃圾 买了浪费钱 建议大家别买
30180,1,喜欢沙宣的味道，包装很好，不错
42264,1,正品。跟我在店里看到的一样。
40592,1,大小合适 面料不错 颜色不错
32229,0,图案是一层包裹的纸，不值这个价
45523,0,大小不合适，商家电话没有人接
33670,0,不好，没有味，还稀，跟假的似的
37817,0,太恐怖了！怎么还有人喝蒙牛？
11689,0,物流太慢，手机不知道可以不！
35110,0,跟想的不一样，一次失败的购物。
43525,0,裤子太差了，穿一次扣子就坏了
20132,1,好是好吃，就是有些，太小个了。
38559,1,面料不错 质量不错 大小合适
46357,0,质量不行，才穿了一个月就破了
32978,0,洗完头发都硬邦邦的又干又澡的
28292,1,好用，一直用这个牌子的洗发水。
19341,1,多次购买，便宜实惠，苹果不错。
33708,0,护发素用多掉头发 建议不要买
20730,0,个头小了点，除了方便，一无是处
34860,0,假货来的，跟之前的完全不一样。
44270,0,太薄了，与图片不符，价格太贵
10502,0,还我6g垃圾客服只会叫我评分
44849,0,质量太差了，洗一次就起球了！
30568,0,真垃，圾 买过东西 8天才收到
43534,0,掉色很严重 垃圾货 服务质量差
44688,0,非常差，买的黑色发回来不一样
30544,0,不怎么好 那个沐浴露都一团团的
30682,0,洗发水发成洗衣液，眼睛长哪了
32107,0,才买几天就降价做活动，醉了！
44047,0,两天就破了。。。。质量不敢恭维
47836,0,质量不好 才穿一个星期就开口了
34963,0,质量差，洗着头发还痒，根本没用
35430,1,品牌的服务真的没得挑剔！！！
41517,1,物美价廉，很划算，质量很好。
12148,0,刚买几天就降价，真是让人不爽
30856,0,不知道什么情况，头皮真的好痒的
31916,0,感觉不是正品，洗了头皮有点发痒
47465,0,不是很满意，衣服面料太硬了。
5044,1,很好的平板 超好用的 外观好
16084,1,送货快，包装好，苹果好吃个头大
17104,1,物流很快，商品很好，服务不错！
38456,1,物美价廉，真的很好，还会再买
12245,0,才玩几天王者就开始卡了，差评
46598,0,质量跟不上，感觉很不值这个价
11195,0,终于见证了买后就降价的事了。
42330,1,不错 很喜欢大小合适 质量很好
5559,1,刚刚才收到，还知不知道怎么呢
32204,0,假的，用完之后头发特别干特别涩
33981,0,很不满意这次，有点欺骗消费者
28889,1,用着还不错，挺喜欢这个香味的，
36350,1,蒙牛生命力真强，让我感叹不已!
3848,1,挺好的 第二次购买了 好评！
6618,1,大屏看着不错，使用了一段时间
33267,0,垃圾。操伱妈。欺骗，，，，，
41621,1,质量很好，面料不错，大小合适
4951,1,第二部了大屏耐用。华为真不错。
42653,1,妈的这么L号这么长，穿裙子啊
9276,0,运行慢 人机工程不合理 音质差
5292,1,性价比高，非常好，送货速度快！
11090,0,价格变动太大，买贵了，不满意。
34990,0,假货，假货，还被老公笑话了一顿
11385,0,非常不好机器用起有一大股塑料味
29908,1,第一次买沙宣洗发水希望好用哦
43844,0,质量不好，根本值不了这个价钱
34213,0,京东就是个大骗子，欺骗消费者。
4605,1,做工精细，2K宽屏表现细腻。
5018,1,宝贝很好，价格也很合适，好评。
58584,0,餐饮很差劲，牛排又贵又难吃。
46362,0,什么质量，太次了。边是扎斜的
11861,0,电池不经用，买了这么久才让评论
36049,1,蒙牛的这个牛奶名字很牛逼啊。
43847,0,只能说不喜欢，不喜欢，不喜欢
31144,0,不多说，不解释，一切皆在评分中
27451,1,产品很好，价格公道，物流也可以
27158,1,大牌子，价格实惠，真不错！！！
29888,1,洗发水我只用清扬 一直支持 它
6720,1,小平板还可以，通话平板方便，
5217,1,送货速度给力。大小也非常满意
27315,1,活动买的，挺划算的，一直用潘婷
37790,0,蒙牛怎么老出状况啊？严重抵制！
6568,1,送给妈妈看视频的，尺寸正好合适
42612,1,商品很好，质量不错，面料很好
20703,0,物流快的，可是水果里面是坏的！
45654,0,穿了一天就起球球，垃圾扔掉算了
6214,1,价格实惠，质量很好，值得推荐。
16864,1,苹果?品质优良，味道还可以吧。
42296,1,宝贝很喜欢 质量不错 物流超快
39400,1,质量还行，京东快递速度也可以。
35205,0,京东太坑了。双十二比平时还贵
4344,1,很漂亮，不错的平板，还可以！
32058,0,看图，懒得解释。京东越来越烂。
47592,0,买的太小了，退嫌麻烦，算了。
28947,1,刚刚收到…觉得送货速度没的说…
14877,0,"功能不行,容易死机.售后无保障"
12581,0,买了一个月声音就坏了，差评！
37798,0,上当了好难喝蒙牛优益c记住别买
16968,1,挺不错的苹果，包装结实，物流快
46647,0,无语了！超感被骗，千万别上当了
5700,1,不错，看电影听歌什么的足够了
33737,0,假货坑人！洗完好痒!都扔了！
17590,1,苹果小，但味道不错，给个好评吧
18397,1,苹果的颜色很正哦，又脆又甜的！
45822,0,后面那个皮带扣没穿两次就断了
17594,1,买着送人，很新鲜，又追加2箱！
5699,1,京东自营产品买主放心相信京东
8283,0,看了一个小时左右眼睛疼！！！
12576,0,屏幕有坏点，客服不理人，垃圾
47488,0,太差了，和路边*的没区别！！！
14531,0,就是声音太小，外壳容易脱落，
45383,0,垃圾中的战斗机。为什自己看图
40269,1,很帅很好看很舒服，关键还不贵！
29496,1,沙宣的东西不错。一直用。。。。
33189,0,差评，差评，货都漏了，满手都是
12312,0,坑。昨天刚买，今天就降价。差评
32889,0,不好不好不好不好不好不好不好
32422,0,用了很油，跟我的发质不太符合
42902,1,裤子有型而且很舒服，真的舒服，
10481,0,才买两天调价到899了老子郁闷
4101,1,很好不错，非常满意的一次网购。
33037,0,我的赠品哪去了，不开心，差评
6242,1,给女儿买的，华为的应该可以的
4086,1,手机用着挺好，送货员态度也很好
41686,1,质量很好，就是尺寸有一点偏大
17849,1,苹果酸甜可口    味道棒棒哒
5809,1,使用后在做评价，期待棒的礼物
15241,0,通话质量很差，很容易自动关机
38496,1,宝贝收到啦！质量不错，非常喜欢
4763,1,机器不错，手感可以，运行流畅。
25689,1,收到了感觉应该挺不错的好评！
12444,0,买手机不给耳塞是不是耍流氓行为
41635,1,很舒服，很合适，就是赞到不行。
9896,0,早上刚送来，晚上就降价300
33049,0,很好?值得购买，价格很优惠。
39368,1,料子特别舒服，颜色我也很喜欢
47236,0,质量差。。。。。。。。。。。
6884,1,性能还不错，照片像素不是很高。
45761,0,快递非常快真的点个赞一个星期
46575,0,垃圾裤子 一股胶水的刺鼻味！
23452,0,里面有坏的，要是自己挑就不会了
31609,0,涨价没意思 包装都省了 很差啊
31316,0,别买了，分量比实体店少很多很多
26657,1,可以的，很实惠，相信我！！！
59910,0,管理、服务好像没有原来好了。
29859,1,好好好好 挺满意 一直用京东
8739,0,差评，才用一周，屏幕自己裂开
34167,0,不好用，有股异味………………
18643,1,京东快捷方便，此款苹果超级好吃
30168,1,没哈效果，头发没那么油腻是真的
35263,0,头屑过多，我不适合，下次不买了
3556,1,很不错的，快又便宜，值得一买
60107,0,优点就是离机场近，有短驳巴士。
47544,0,一般，跟图片上的颜色差距很大。
15504,1,苹果有点小，虽然很甜，很好吃。
41575,1,衣服质量不错 ，穿上很舒服。
31979,0,用后一天内头必痒，还不如不用
40987,1,质量颜色都差不多，老公挺喜欢的
9965,0,刚买完就降价！太过分了吧！！
4466,1,华为的东西品质好，值得信赖！
42173,1,裤子质量不错的 价格还很划算啊
6498,1,非常的好用，速度很快值得拥有！
12320,0,物流6天才到，没发票，没顶针
31271,0,不怎么样，感觉没一点效果，坑
44985,0,这次购物太失望了，颜色差距太大
34753,0,"洗了头发很蓬松,一点都不好梳"
11466,0,卡得一逼，开个UC和迅雷就卡死
32360,0,不怎么样，全是头皮，一点都不好
24635,0,烂苹果，恶心，京东最糟糕的购物
12024,0,就是一个大点的手机 大家都别买
29673,1,第一次购买沙宣，试过质量很好！
59760,0,离机场近，有车接送，半小时一班
47155,0,退货退货，没办法，这衣服太皱了
24587,0,苹果不好吃，酸的，一点都不甜！
30189,1,物流挺快非常不错非常好非常好用
34153,0,不好 用后好多皮屑，而且不控油
44298,0,好丑，以后不能在京东买东西了。
41766,1,包装好快递快有些松大质量一般
41413,1,裤子很好噢，和实体店里的一样
32131,0,总之就是，不会再买这家的东西了
5898,1,用了一段时间，还可以。很好用
31806,0,买完一个星期瞬*，我真的服。
28802,1,很好，早上下单晚上到，两大两小
15775,1,还可以，还可以，还可以，还可以
42402,1,刚收到货，快递很快，质量很好
38263,1,穿上很舒服，很满意，质量不错。
43955,0,穿一次扔了，各种沾毛，黑变白
31772,0,一般，用后头发油油的，不会回购
42709,1,买大了一号 不过可以穿 很喜欢
43427,0,穿一天就烂了，洗一次就起毛了
26475,1,一直都在用！清扬大品牌。高质量
32520,0,假货假货假货，跟屈臣氏买的两样
46461,0,万恶的PS，蛇皮袋的质量……
34299,0,突然觉得也不比零售便宜 上当了
3920,1,非常好用的平板，老电影非常棒
45400,0,第二次买，跟上次差太多了，差评
44291,0,掉色严重，洗了好几遍依然还掉色
42293,1,东西好 价格还便宜 性价比高
30553,0,洗了好多头皮屑哦、、、、、、
31971,0,一般般，快递员换人，态度恶劣
47469,0,差评，真的差，差的和图片太多了
42496,1,第二条懒得评了，不过真不错的，
27956,1,经济实惠，这牌子没得说，赞！
4256,1,包装很好 不像其他人那样烂烂的
58733,0,房间老旧，空调声音大，不推荐
17513,1,很好吃，搞活动还便宜，会再买的
41307,1,裤子质量不错的 穿着挺舒服的啊
16910,1,一直是吃这款苹果保鲜的不.错!
39369,1,大小正好，质量不错，老公很喜欢
35207,0,不满意，因为东西拿到手是坏的
6331,1,华为的平板非常好用，比苹果好
